2014-06-12  4b44c2e  #59016          [BUGFIX] Missing "all workspaces" tab action for regular editors (Oliver Hader)
2014-06-12  85f37a0  #59487          [TASK] Reduce complexity in frontend functional tests (Oliver Hader)
2014-06-12  ebce207  #59142          [BUGFIX] Preview links are shown for deleted pages (Oliver Hader)
2014-06-12  4477f27  #57454          [TASK] Trigger events in DragUploader (Stephan Schuler)
2014-06-12  a27b58b  #25188          [BUGFIX] sys_news on login with twice hsc (Alexander Opitz)
2014-06-12  284c5a8  #59449          [BUGFIX] Unnecessary instantiation of objects in contentObjectRender (Tomas Norre Mikkelsen)
2014-06-12  eeaad61  #53450          [BUGFIX] AddQueryStringMethod overwrites parameters (Klaas Johan Kooistra)
2014-06-12  600a3ed  #58316          [TASK] Add a system check for external downloads (Markus Klein)
2014-06-12  7c7792d  #59498          [FEATURE] Display loading mask in Extension Manager (Zbigniew Jacko)
2014-06-11  df9399a  #57369          [BUGFIX] TS/EM constant categories cannot be localized (Xavier Perseguers)
2014-06-11  27b85a4  #59504          [BUGFIX] Fix PHP Warning on executing Database Analyzer without changes (Stephan Großberndt)
2014-06-11  90b0b4a  #58352,#47869   [BUGFIX] FollowUp to "Invalid localization overlay of cObject FILES" (Steffen Ritter)
2014-06-11  b8f385b  #57280          [TASK] Add default TypoScript setting for extbase query cache (Marc Bastian Heinrichs)
2014-06-11  8166213  #59154          [TASK] Detect and import xml file as well as t3d on ext initialization (Marc Bastian Heinrichs)
2014-06-11  9290793  #59495          [BUGFIX] Fix set_no_cache() log level severity (Alexander Stehlik)
2014-06-11  d976053  #58352,#47869   [BUGFIX] Invalid localization overlay of cObject FILES (Oliver Hader)
2014-06-11  2f2c328  #54512          [TASK] EM: Add possibility to bypass system dependency checks (Nicole Cordes)
2014-06-11  14183c8  #59245          [BUGFIX] PAGE_TSCONFIG_ID is not visible in TCA wizards (Steffen Kamper)
2014-06-11  e7c1ea0  #59458          [BUGFIX] Erroneous date sorting in File List (Francois Suter)
2014-06-11  f66a4db  #57230          [TASK] Activate 'Flush system caches' with Preset 'Development' (Zbigniew Jacko)
2014-06-11  ed5b0d1  #43916          [BUGFIX] File Relations don't work with workspaces (Benjamin Mack)
2014-06-11  944d335  #59295          [BUGFIX] Guard FAL API when called with invalid identifiers (Helmut Hummel)
2014-06-11  1682401  #59338          [TASK] Improve styling of sys_action "Create Backend User" (Lorenz Ulrich)
2014-06-11  81ec29a  #59318          [BUGFIX] Add additional TS for contentRenderingTemplates loaded by file (Marc Bastian Heinrichs)
2014-06-10  3d3b794  #46477          [BUGFIX] IRRE children show no field values with useCombination (Stefan Froemken)
2014-06-10  382457d  #59397          [BUGFIX] Move TCA for fe_users and fe_groups into TCA/Overrides (Anja Leichsenring)
2014-06-10  7717507  #59041          [BUGFIX] Fetch RSA public key by Ajax before FE login (Frans Saris)
2014-06-10  b1f40e9  #58701          [TASK] FollowUp to "Include suggest info into package metadata" (Steffen Ritter)
2014-06-10  5442fe2  #58694          [BUGFIX] rtehtmlarea user settings are not shown in setup ext (Markus Klein)
2014-06-10  d8b4aae  #57825          [TASK] Observe ext suggestions for ext loading order (Markus Klein)
2014-06-10  dce9981  #58701          [TASK] Include suggest info into package metadata (Markus Klein)
2014-06-07  81420f8                  Revert "[TASK] Downgrade to PHPUnit 3.7.*" (Helmut Hummel)
2014-06-07  858ef83  #58956,#57472,  [BUGFIX] Use delayedImportElement after uploading files (Frans Saris)
2014-06-06  7a876dd                  [TASK] Downgrade to PHPUnit 3.7.* (Helmut Hummel)
2014-06-06  40219c6  #59324          [BUGFIX] Fix command description (Mathias Brodala)
2014-06-06  b9cb451  #37467          [BUGFIX] getIndpEnv('TYPO3_SSL') fails to detect reverseProxyIp (Jan-Erik Revsbech)
2014-06-06  d15687b  #59294          [TASK] Enhance resource storage hooks (Alexander Stehlik)
2014-06-05  c578d47  #55731          [BUGFIX] Unified maxitems default value for group fields (Alexander Stehlik)
2014-06-05  3b5196b  #58339          [BUGFIX] Admin panel extGetFeAdminValue() overrides are wrong (Markus Klein)
2014-06-05  795fa7f  #54925          [BUGFIX] Disabled backend users shown for workspace stage change (Stefan Rotsch)
2014-06-05  1c766e7  #59375          [BUGFIX] Show images in preview of page module (Frans Saris)
2014-06-05  06af78d  #59374          [CLEANUP] Add missing PHP comments in class LogoView (Fabien Udriot)
2014-06-05  2105c6f  #59372          [BUGFIX] Improve the formatting of help of the CommandController (Stefano Kowalke)
2014-06-05  928b165  #59364          [BUGFIX] Illegal string offset 'uid' in TypoScriptFrontendController (Robert Vock)
2014-06-05  49b7ac4  #59277          [BUGFIX] Warning in SearchController (Christian Zenker)
2014-06-05  79bbd9a  #58148          [BUGFIX] Show content elements from hidden pages in preview (Markus Klein)
2014-06-04  15c2614  #59343          [BUGFIX] Fix frontend unit tests if executed standalone (Helmut Hummel)
2014-06-04  13104c3  #57798          [BUGFIX] Show storage and folder of file/folder (Frans Saris)
2014-06-03  67dbe5b  #57302,#57832   [BUGFIX] Show file instead of file_reference info (Frans Saris)
2014-06-03  c14e786  #55320          [BUGFIX] List module pagination broken (Markus Klein)
2014-06-03  1355d8b  #59321          [BUGFIX] Old TYPO3 logo still in use in ext:workspaces (Wouter Wolters)
2014-06-03  59f7440  #59185          [BUGFIX] DataHandler::log() must not return NULL (Markus Klein)
2014-06-03  8454a69  #58761          [TASK] Check and use current file hash and size on export (Marc Bastian Heinrichs)
2014-06-03  44b1866  #58682          [BUGFIX] Use created folder object for adding images in impexp (Marc Bastian Heinrichs)
2014-06-03  a40a196  #59199          [BUGFIX] ElementBrowser: correct link attributes (Markus Klein)
2014-06-03  50b8eff  #59302          [BUGFIX] Fix wrong JS function name in RTE (Markus Klein)
2014-06-03  f432417  #59303          [BUGFIX] Canonicalize path before checking existence (Nils Blattner)
2014-06-03  8fe6901  #58755          [BUGFIX] Request update broken for select fields (Francois Suter)
2014-06-02  1e6c954  #59263          [BUGFIX] TCA maxitems for FAL permissions wrong (Markus Klein)
2014-06-02  9af2142                  [BUGFIX] Make object access work with ObjectStorage (Helmut Hummel)
2014-06-01  1d23e5e  #58713          [BUGFIX] Keep session cookie if session data is present (Helmut Hummel)
2014-05-30  d357653  #59163          [BUGFIX] Always add wrapping div if dividers2tabs is disabled (Frans Saris)
2014-05-29  40b0ac5  #59203          [BUGFIX] Do not use self:: within closures (Markus Klein)
2014-05-29  e5eb4b4  #58910          [BUGFIX] Flexform element title is cropped to hardcoded length (Sebastian Michaelsen)
2014-05-29  6deca0f  #58485          [BUGFIX] Admin panel text selection (Goran Medakovic)
2014-05-29  9ffc786  #59001          [TASK] Use self:: where possible in GeneralUtility (Sebastian Michaelsen)
2014-05-29  3a1fd2b  #59087          [BUGFIX] Fix redirect to install tool in new installations (Markus Klein)
2014-05-29  f377c8f  #58640          [BUGFIX] EM: Handle missing dependencies in emconf (Markus Klein)
2014-05-29  5e6359d  #58756          [BUGFIX] Indexed search static call to non-static function (Markus Klein)
2014-05-28  8bdcbc1  #59187          [BUGFIX] Correct minor typo in "About TYPO3 CMS" (Michael Schams)
2014-05-28  cf9ca27  #57063          [BUGFIX] Parent language is not applied to new child records (David Greiner)
2014-05-28  552e8b2  #59160          [BUGFIX] Added missing TCEforms palette-header padding (Frans Saris)
2014-05-26  ee89674  #59059          [BUGFIX] New content elements are always stored on pid 0 (Nicole Cordes)
2014-05-23  9a47bd2  #58371          [BUGFIX] Inserting custom element in RTE throws exception (Stanislas Rolland)
2014-05-23  03bf947  #52272          [BUGFIX] Alternative implementations for view helpers do not work (Marc Bastian Heinrichs)
2014-05-23  68751f6  #58912          [TASK] Raise maximum settable numbers in export (Marc Bastian Heinrichs)
2014-05-23  ef2ec95  #59006          [CLEANUP] Code cleanup for LanguageService (Sebastian Michaelsen)
2014-05-23  28fa581  #57405          [BUGFIX] Fix saving non public export presets (Marc Bastian Heinrichs)
2014-05-23  38b178b  #58809          [BUGFIX] Set default permissions for new files to 0664 (Caspar Stuebs)
2014-05-23  6118ac5  #58569,#58986   [BUGFIX] Fix url for youtube embeds (Thomas Löffler)
2014-05-22  0c692c9  #58936          [BUGFIX] Wrong HTML in locallang_csh_pages.xlf (Markus Klein)
2014-05-22  bb15d44  #57447          [BUGFIX] Fix relative path resolution in include static (Markus Klein)
2014-05-22  c87150d  #57918          [BUGFIX] PathUtility::get...FileOrPath() does not work with basepath (Markus Klein)
2014-05-22  c10bcb8  #59022          [BUGFIX] Fix failing unit tests for HTTP host check in CLI mode (Helmut Hummel)
2014-05-22  ff4db83                  [TASK] Set TYPO3 version to 6.2.4-dev (TYPO3 Release Team)
